0,2
0.02,2.019999003
0.04,2.039991407
0.06,2.059969409
0.08,2.079925361
0.1,2.099851766
0.12,2.119741276
0.14,2.13958669
0.16,2.159380949
0.18,2.179117133
0.2,2.198788461
0.22,2.218388286
0.24,2.237910091
0.26,2.25734749
0.28,2.276694225
0.3,2.295944158
0.32,2.315091278
0.34,2.334129689
0.36,2.353053613
0.38,2.371857388
0.4,2.390535463
0.42,2.409082398
0.44,2.427492859
0.46,2.445761621
0.48,2.463883559
0.5,2.481853652
0.52,2.499666978
0.54,2.517318713
0.56,2.534804129
0.58,2.552118589
0.6,2.569257552
0.62,2.586216564
0.64,2.602991261
0.66,2.619577365
0.68,2.635970682
0.7,2.652167104
0.72,2.668162601
0.74,2.683953225
0.76,2.699535105
0.78,2.714904449
0.8,2.730057538
0.82,2.744990727
0.84,2.759700445
0.86,2.77418319
0.88,2.78843553
0.9,2.802454101
0.92,2.816235607
0.94,2.829776816
0.96,2.843074559
0.98,2.856125732
1,2.868927293
1.02,2.881476258
1.04,2.893769703
1.06,2.905804764
1.08,2.91757863
1.1,2.929088549
1.12,2.940331823
1.14,2.951305806
1.16,2.962007906
1.18,2.972435582
1.2,2.982586343
1.22,2.992457748
1.24,3.002047403
1.26,3.011352964
1.28,3.020372131
1.3,3.029102652
1.32,3.037542317
1.34,3.045688962
1.36,3.053540465
1.38,3.061094747
1.4,3.068349767
1.42,3.075303529
1.44,3.081954075
1.46,3.088299483
1.48,3.094337874
1.5,3.100067402
1.52,3.10548626
1.54,3.110592676
1.56,3.115384914
1.58,3.119861271
1.6,3.124020079
1.62,3.127859702
1.64,3.131378538
1.66,3.134575015
1.68,3.137447594
1.7,3.139994765
1.72,3.142215048
1.74,3.144106994
1.76,3.145669181
1.78,3.146900215
1.8,3.147798733
1.82,3.148363393
1.84,3.148592886
1.86,3.148485925
1.88,3.14804125
1.9,3.147257624
1.92,3.146133838
1.94,3.144668705
1.96,3.142861061
1.98,3.140709765
2,3.138213701
2.02,3.135371773
2.04,3.132182906
2.06,3.12864605
2.08,3.124760171
2.1,3.120524259
2.12,3.115937323
2.14,3.110998391
2.16,3.105706512
2.18,3.100060751
2.2,3.094060195
2.22,3.087703947
2.24,3.080991127
2.26,3.073920876
2.28,3.066492347
2.3,3.058704714
2.32,3.050557165
2.34,3.042048906
2.36,3.033179157
2.38,3.023947154
2.4,3.01435215
2.42,3.004393409
2.44,2.994070212
2.46,2.983381855
2.48,2.972327647
2.5,2.96090691
2.52,2.94911898
2.54,2.936963207
2.56,2.924438953
2.58,2.911545593
2.6,2.898282514
2.62,2.884649114
2.64,2.870644807
2.66,2.856269014
2.68,2.84152117
2.7,2.826400721
2.72,2.810907124
2.74,2.795039845
2.76,2.778798363
2.78,2.762182166
2.8,2.745190752
2.82,2.727823631
2.84,2.71008032
2.86,2.691960347
2.88,2.673463249
2.9,2.654588572
2.92,2.635335872
2.94,2.615704712
2.96,2.595694666
2.98,2.575305315
3,2.554536248
3.02,2.533387063
3.04,2.511857366
3.06,2.48994677
3.08,2.467654896
3.1,2.444981372
3.12,2.421925836
3.14,2.39848793
3.16,2.374667304
3.18,2.350463616
3.2,2.32587653
3.22,2.300905716
3.24,2.275550852
3.26,2.249811621
3.28,2.223687714
3.3,2.197178826
3.32,2.170284659
3.34,2.143004922
3.36,2.115339328
3.38,2.087287597
3.4,2.058849454
3.42,2.030024629
3.44,2.000812858
3.46,1.971213882
3.48,1.941227448
3.5,1.910853306
3.52,1.880091214
3.54,1.848940931
3.56,1.817402224
3.58,1.785474862
3.6,1.753158622
3.62,1.720453282
3.64,1.687358627
3.66,1.653874444
3.68,1.620000525
3.7,1.585736668
3.72,1.551082671
3.74,1.516038341
3.76,1.480603485
3.78,1.444777915
3.8,1.408561447
3.82,1.371953901
3.84,1.334955099
3.86,1.297564868
3.88,1.259783038
3.9,1.221609443
3.92,1.183043919
3.94,1.144086306
3.96,1.104736447
3.98,1.064994189
4,1.02485938
