2,2.71828
2.5,3.397849543
3,4.229060546
3.5,5.245430579
4,6.487366697
4.5,8.003672458
5,9.853321602
5.5,12.10757301
6,14.85250414
6.5,18.19205068
7,22.25165538
7.5,27.18264829
8,33.16750422
8.5,40.42615159
9,49.22354063
9.5,59.87871976
10,72.77571728
10.5,88.37658356
11,107.2370178
11.5,130.0250864
12,157.5436375
12.5,190.7571348
13,230.8237716
13.5,279.1338955
14,337.3559699
14.5,407.491537
15,491.9409285
15.5,593.5818054
16,715.863009
16.5,862.9166805
17,1039.692174
17.5,1252.115962
18,1507.282534
18.5,1813.682243
19,2181.473201
19.5,2622.805649
20,3152.208874
20.5,3787.052607
21,4548.097158
21.5,5460.149196
22,6552.843319
22.5,7861.573363
23,9428.601921
23.5,11304.38192
24,13549.13048
24.5,16234.70297
25,19446.8239
25.5,23287.74238
26,27879.39222
26.5,33367.15199
27,39924.31814
