2,2.71828
2.2,2.990107817
2.4,3.287843575
2.6,3.613951601
2.8,3.971121718
3,4.362290994
3.2,4.790667206
3.4,5.259754276
3.6,5.773379897
3.8,6.335725599
4,6.951359501
4.2,7.625271995
4.4,8.362914662
4.6,9.170242698
4.8,10.05376119
5,11.02057562
5.2,12.07844686
5.4,13.2358513
5.6,14.50204635
5.8,15.88714185
6,17.4021781
6.2,19.05921082
6.4,20.87140392
6.6,22.85313067
6.8,25.02008399
7,27.38939681
7.2,29.97977324
7.4,32.81163174
7.6,35.90726117
7.8,39.29099094
8,42.98937662
8.2,47.03140227
8.4,51.44870114
8.6,56.27579616
8.8,61.55036233
9,67.31351264
9.2,73.61010986
9.4,80.48910645
9.6,88.00391511
9.8,96.21281269
10,105.1793806
10.2,114.9729846
10.4,125.6692982
10.6,137.350873
10.8,150.1077597
11,164.0381863
11.2,179.2492959
11.4,195.8579517
11.6,213.9916136
11.8,233.7892943
12,255.4026005
